,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasGuestRoom,price
7467,41313,96,0,1,96,10,2003,1,1,6342,5431,895,10,4144107.3
7468,40849,75,0,0,21,10,2007,0,0,7070,8345,793,2,4086314.7
7469,2760,5,0,1,60,4,2015,1,1,4978,6403,632,9,282475.5
7470,13121,51,1,0,94,4,2000,0,0,2124,9219,108,4,1323713.0
7471,88768,47,1,1,24,3,1994,0,1,542,9982,786,4,8882245.4
7472,13603,61,1,1,66,7,2014,1,0,2994,7147,767,8,1372325.4
7473,15001,66,1,0,15,8,1993,1,0,6663,1433,964,1,1502336.3
7474,70990,77,1,1,51,10,2008,0,1,423,6307,688,7,7107294.8
7475,71893,1,1,0,100,3,2012,1,0,2997,2741,108,8,7201486.2
7476,44240,11,1,1,26,5,2009,0,1,906,5148,392,8,4432732.9
7477,51616,52,0,1,20,10,2015,1,0,9285,2546,310,8,5164531.5
7478,3372,12,1,0,90,5,1997,1,0,8817,3949,148,4,346109.7
7479,9833,23,1,0,66,5,2003,1,1,3157,6328,895,9,990437.3
7480,86887,16,1,1,37,9,2014,0,1,2944,1943,642,3,8696709.4
7481,54087,91,1,0,78,7,1999,1,0,4466,6242,656,5,5416199.9
7482,41161,27,0,1,7,4,1996,0,1,3694,733,278,1,4119394.6
7483,59240,81,1,0,42,2,2002,0,0,5215,6651,839,7,5928857.2
7484,90576,95,0,0,96,4,2009,0,0,4517,7002,298,4,9060592.9
7485,61449,49,1,0,19,8,2020,0,1,3462,1585,770,7,6151098.0
7486,59730,70,1,1,24,2,1993,1,0,431,3219,760,1,5981354.3
7487,86044,43,0,0,89,3,2009,1,0,4381,505,708,9,8610913.9
7488,88759,25,0,1,51,6,2001,1,1,295,3952,778,9,8879992.1
7489,82019,5,1,0,81,9,2012,1,1,2986,4469,298,10,8209073.2
7490,21129,95,0,0,21,1,2007,1,1,9162,5547,764,2,2114999.7
7491,16909,23,0,1,49,1,2016,1,0,8251,5932,715,0,1696771.6
7492,87591,58,0,1,99,8,2007,1,1,960,4425,322,5,8769079.7
7493,49186,23,0,0,4,3,1991,1,1,6893,8896,545,10,4919477.1
7494,88564,22,1,0,37,1,2014,1,1,5308,1294,698,5,8858892.4
7495,87146,8,1,0,90,7,2001,0,0,8177,4527,210,9,8725424.1
7496,68010,1,1,1,71,1,2010,1,1,612,1124,769,9,6812854.0
7497,12480,2,1,0,55,5,2015,1,1,3084,7686,578,5,1251446.5
7498,76231,24,1,1,89,7,2009,0,1,9882,5348,335,8,7633398.9
7499,46525,14,1,1,66,6,1999,0,1,8748,9734,496,7,4662730.9
7500,6807,53,0,1,19,3,2008,1,0,2693,8767,503,0,687517.8
7501,40077,85,1,0,90,7,2011,1,1,2350,5903,935,5,4020046.1
7502,82519,97,0,1,93,3,2002,0,1,7446,4137,815,0,8259491.2
7503,21038,15,1,0,90,7,2007,0,0,7527,4132,365,0,2110409.7
7504,21751,71,0,0,82,6,1995,1,1,782,7203,583,8,2178623.5
7505,52348,22,0,1,79,1,2006,1,1,1173,1367,736,2,5239471.6
7506,82321,27,1,0,57,7,2009,0,0,7608,6359,732,7,8240224.9
7507,39073,91,0,0,17,9,1992,1,1,6671,8093,962,8,3909080.2
7508,36945,35,0,0,31,5,2006,1,1,8900,9299,192,4,3696745.6
7509,4105,97,0,1,55,6,2014,0,1,2978,6507,829,0,419095.4
7510,83776,21,1,1,33,2,2020,0,1,4170,3657,577,10,8381763.0
7511,56812,100,0,0,46,4,2013,1,1,2325,7614,190,5,5683565.3
7512,72735,86,0,1,96,3,2000,1,0,897,412,200,10,7280576.0
7513,94716,92,1,1,7,6,2009,0,0,1785,1348,680,4,9479703.9
7514,63334,36,1,1,18,10,1996,0,1,585,5159,428,3,6343542.6
7515,93232,60,1,1,86,8,2005,0,1,3326,1814,379,1,9336064.5
7516,11063,47,0,1,13,4,1997,1,1,1039,3061,940,0,1112469.7
7517,72772,76,0,1,26,1,2006,0,1,2565,8353,529,10,7280658.6
7518,53874,70,1,0,73,1,2009,0,0,9762,4046,540,2,5389567.9
7519,18160,10,1,1,49,9,2019,0,0,1495,318,605,0,1827114.9
7520,34571,80,0,1,98,7,1996,1,1,8518,3084,676,3,3464365.6
7521,21991,55,0,0,4,3,2011,0,0,1279,4246,272,1,2199707.1
7522,91592,50,0,1,96,5,1990,0,1,4141,838,165,2,9169563.0
7523,9494,62,1,0,82,9,2015,0,0,9288,9682,932,10,956275.5
7524,8747,91,0,0,48,8,1999,1,1,9242,1118,774,0,878147.9
7525,74458,64,1,0,38,10,1996,0,0,4644,6334,875,3,7453820.6
7526,19326,81,1,1,44,2,2021,1,1,6046,8696,676,8,1942134.1
7527,21394,10,0,0,16,7,2017,0,1,7591,8785,277,10,2141175.7
7528,43239,83,1,1,2,5,1996,1,0,3420,4709,820,10,4330567.6
7529,90215,1,0,0,48,3,2002,0,0,4332,594,499,7,9023674.2
7530,93349,79,0,0,94,6,1995,1,1,4663,1115,556,9,9342473.5
7531,50226,60,1,0,7,10,2011,0,1,6669,3514,414,8,5025237.1
7532,46135,26,1,1,39,9,1990,0,1,623,5081,174,8,4621995.0
7533,16842,29,1,0,49,2,2007,1,1,4156,8647,458,1,1690854.7
7534,80815,39,1,0,95,8,1991,1,0,4318,9229,306,6,8090478.1
7535,88291,41,0,1,16,1,1997,1,1,9289,5090,558,2,8832821.7
7536,68481,29,1,0,96,3,2018,1,0,2678,850,744,4,6854417.8
7537,41786,92,1,0,69,6,2003,0,0,2708,7909,407,3,4188833.3
7538,16661,43,1,1,61,5,1999,1,0,3422,3858,148,2,1675849.9
7539,6415,49,1,0,10,8,2008,0,0,6429,4256,785,7,646205.8
7540,1440,93,1,0,49,8,2012,1,0,257,988,507,9,150945.2
7541,89115,16,0,1,97,10,2001,0,0,6854,6563,360,1,8925347.1
7542,55529,26,1,0,8,3,2006,0,1,58,9879,849,6,5555606.6
7543,54924,12,0,1,69,8,1995,1,0,5424,4182,534,5,5501007.5
7544,99819,37,1,0,21,8,1992,1,0,6344,3409,213,8,9986201.2
7545,34608,71,1,0,52,5,1992,1,1,8695,820,902,1,3468236.2
7546,91036,45,0,0,7,5,2018,1,1,6440,1418,114,3,9104801.8
7547,62105,20,0,1,33,1,1994,1,0,934,6409,724,0,6216917.4
7548,41751,80,1,1,13,1,1998,1,0,6917,5314,343,1,4186067.8
7549,54016,21,1,1,19,8,1996,0,1,9129,1,772,6,5406725.6
7550,40809,75,1,1,12,8,1990,1,1,638,235,133,8,4088548.0
7551,20453,35,1,1,4,6,1998,0,0,3657,6806,538,6,2050744.8
7552,92974,48,1,0,59,1,2006,0,0,8907,3143,595,10,9301880.6
7553,9612,7,0,0,14,8,2005,1,1,1158,4394,603,9,963488.5
7554,9367,43,0,0,88,1,2002,0,0,1101,8529,933,5,941614.2
7555,83963,83,1,1,35,1,1994,0,0,7079,3645,702,7,8406700.4
7556,54980,50,0,0,15,4,2012,1,1,5595,9951,355,9,5499011.2
7557,70226,30,0,1,77,9,2008,1,1,8583,3849,790,9,7032304.8
7558,31786,9,1,0,25,2,2009,1,0,7818,1494,567,0,3182233.9
7559,28320,76,0,0,3,10,2017,0,1,1721,2423,391,0,2833009.7
7560,34893,45,1,1,21,4,1995,0,0,3494,110,897,8,3495808.5
7561,88648,99,1,0,34,4,2001,0,1,7161,5574,996,8,8870854.1
7562,25251,31,0,0,27,2,2009,0,0,4886,5830,856,10,2527587.9
7563,8922,15,1,0,11,2,2014,1,1,1832,6736,878,3,895070.4
7564,39535,44,1,0,30,3,1996,0,0,5352,7444,946,4,3958503.6
7565,87047,55,1,0,30,10,2005,1,0,287,9493,397,9,8709056.5
7566,64851,13,0,1,88,7,1998,1,0,2127,5573,301,10,6492448.8
7567,34575,60,1,0,67,7,2001,0,0,5990,7532,190,5,3465378.1
7568,81837,30,0,0,12,1,2017,1,1,1009,9896,513,5,8185059.7
7569,25508,22,0,1,48,5,1994,1,0,4173,9719,629,3,2560432.4
7570,38701,64,0,1,43,3,1994,0,0,1762,2264,662,3,3872401.4
7571,4771,3,1,1,8,5,2008,1,1,260,1628,150,10,485217.8
7572,57841,25,1,0,40,8,2010,1,1,6340,8324,303,1,5788581.0
7573,11029,93,1,0,29,10,2010,1,1,8494,4811,1000,6,1107498.0
7574,58836,74,1,1,2,9,2017,0,0,8529,457,906,3,5888214.7
7575,7438,70,1,1,20,10,2003,1,1,7412,9673,921,2,753012.3
7576,81498,95,1,1,28,6,2007,1,1,8658,3078,787,1,8158900.7
7577,70077,65,0,0,43,9,1990,1,0,6088,9949,669,1,7012548.0
7578,69882,74,0,1,96,2,2021,0,1,8172,2144,517,7,7001142.1
7579,16131,92,1,1,67,9,2011,0,1,8820,2801,625,7,1625583.1
7580,3524,83,1,1,84,9,1999,0,0,9642,1296,641,2,362218.9
7581,66843,40,0,1,4,3,1990,1,0,911,8815,760,9,6686549.0
7582,89168,7,0,1,68,9,2021,1,0,8588,3924,982,4,8921146.1
7583,28977,65,1,0,67,6,2008,0,1,4188,1581,818,7,2905297.8
7584,82188,54,0,1,100,1,2010,1,1,516,9343,847,5,8228878.0
7585,98704,3,1,1,34,6,1995,1,0,2485,7782,826,5,9879924.5
7586,89823,34,1,0,55,7,1990,1,1,5285,5089,751,1,8990716.0
7587,37410,41,0,1,8,5,2007,1,1,5129,3611,574,0,3743925.7
7588,13501,63,1,1,71,4,1999,1,1,9039,8465,643,7,1356995.9
7589,69696,34,0,1,13,6,2002,1,0,9049,970,112,4,6974054.2
7590,43224,77,0,1,74,2,1991,0,0,3921,8507,157,10,4326846.1
7591,23547,2,1,1,79,9,2004,0,1,2027,1397,467,8,2368617.4
7592,37876,14,1,0,6,4,2001,0,0,7969,1322,949,0,3789943.1
7593,34260,6,1,0,1,7,2010,1,0,8429,8123,924,10,3431013.0
7594,56422,26,1,1,18,9,1994,1,1,3405,2029,740,5,5650731.4
7595,64380,48,0,1,79,5,2006,1,0,1690,6167,433,10,6445810.6
7596,75801,70,1,1,99,2,1992,0,0,6654,3830,151,8,7590022.2
7597,63147,3,0,1,94,8,1999,0,1,3837,7959,350,1,6318843.9
7598,51490,96,1,0,61,3,1998,0,0,3815,2621,779,3,5157896.8
7599,57060,74,1,1,54,2,1992,0,1,3248,9503,709,0,5713895.2
7600,74335,22,0,1,95,6,2010,1,0,2138,7305,850,9,7440756.0
7601,4161,28,1,0,87,6,1990,0,0,5298,8975,961,3,423978.0
7602,80257,3,1,0,35,8,2000,0,0,7626,5526,355,0,8028585.0
7603,85531,77,1,1,97,2,2008,0,0,5042,9632,164,0,8563383.8
7604,36311,71,1,1,33,7,2005,0,0,4167,6519,476,7,3638456.5
7605,35585,87,0,0,65,4,2008,1,0,8902,3893,625,6,3561895.8
7606,41965,17,1,1,16,9,2009,1,0,7008,4765,969,9,4202078.9
7607,49632,67,1,1,77,5,2007,1,1,7916,4817,920,1,4975941.7
7608,88906,97,1,1,42,1,1999,0,0,4179,4164,674,3,8900096.9
7609,43108,91,1,1,48,6,1996,1,1,1750,2078,294,3,4317950.6
7610,72350,63,0,1,70,9,2021,0,1,3686,7360,397,4,7240015.1
7611,2767,16,1,0,84,3,2016,1,0,5401,9395,380,6,282383.6
7612,90417,13,0,0,88,5,1996,0,0,301,6134,771,0,9043733.6
7613,52963,46,1,0,98,2,1993,1,0,21,6572,873,4,5304444.3
7614,40124,40,1,1,8,2,2015,1,1,5020,5098,256,4,4020581.5
7615,2834,32,1,1,100,5,1993,1,1,7674,9238,886,9,298607.3
7616,44810,37,1,1,61,9,1999,1,1,154,2012,756,3,4496102.9
7617,16551,19,0,0,65,5,2017,1,0,2960,4783,900,4,1659456.7
7618,69940,26,1,1,75,6,2006,1,1,6442,3988,786,5,7005549.6
7619,80068,50,1,0,62,8,2008,0,1,2497,8407,936,9,8014310.8
7620,41483,67,1,1,92,8,2007,0,0,5213,8215,687,2,4157252.7
7621,7966,92,1,1,74,8,1996,1,0,4786,5622,218,2,806178.6
7622,11660,99,1,1,34,9,1994,1,1,2253,2685,463,10,1175301.4
7623,76219,79,0,0,26,3,2002,0,0,873,3234,209,0,7623030.2
7624,36700,34,1,0,67,6,2017,1,1,7506,3949,220,1,3680020.7
7625,34053,47,0,1,70,8,2018,1,0,8935,3441,709,4,3413933.8
7626,48880,56,1,1,45,10,2019,0,1,9333,9199,673,2,4896006.9
7627,47725,82,0,1,62,4,2004,1,0,8308,9059,664,4,4778144.4
7628,38568,44,0,1,77,1,2017,1,1,1711,9460,560,10,3866494.7
7629,24497,27,1,1,23,8,2013,1,1,6184,2322,536,1,2459173.3
7630,68449,96,1,0,98,3,2012,1,0,7980,6930,471,7,6852081.2
7631,69394,99,1,1,39,4,1992,0,0,2732,2075,397,4,6948330.2
7632,98923,45,0,1,70,5,1997,1,1,4024,5934,943,10,9899512.7
7633,15927,8,0,0,29,1,1990,1,0,3741,1014,992,6,1595237.0
7634,23330,31,1,0,18,7,2006,1,1,2397,2864,277,10,2336874.6
7635,88857,100,0,0,45,1,2021,1,0,6224,8708,419,8,8887817.1
7636,64087,38,1,1,13,9,1997,1,0,364,5951,715,9,6415886.7
7637,47184,6,0,0,5,1,2013,0,1,5234,4980,248,7,4719026.3
7638,57652,27,1,1,77,8,1999,1,0,1905,84,309,10,5775100.9
7639,12113,38,1,0,22,4,2010,1,1,6550,7116,502,0,1218338.0
7640,10320,59,0,0,5,9,2020,0,1,2433,3762,978,4,1033047.0
7641,18244,7,1,0,75,10,1992,0,0,9803,3319,798,4,1830305.2
7642,21850,98,0,1,88,4,2003,0,1,6409,1412,898,3,2193665.3
7643,38900,54,0,1,68,7,2012,0,0,2476,7537,148,0,3899539.2
7644,86836,59,1,0,26,3,1992,1,0,872,6950,396,6,8687510.2
7645,76847,62,1,1,12,7,2012,0,0,9378,4203,836,5,7692386.2
7646,40131,12,0,1,14,4,2017,0,1,1427,4499,507,10,4015913.7
7647,5399,72,0,0,14,5,2002,0,0,6996,1230,155,10,541400.2
7648,78766,74,1,1,93,5,2004,0,0,6686,6215,983,7,7885472.4
7649,44524,21,1,0,47,4,2011,0,0,2638,6133,181,0,4458898.1
7650,36016,37,1,1,56,9,1996,1,0,5238,3784,901,3,3609085.6
7651,38525,88,0,0,68,10,1998,0,0,2014,8582,982,8,3856259.8
7652,83630,84,0,0,34,3,1996,0,0,337,7803,124,10,8365831.6
7653,95012,69,1,1,54,4,1993,0,1,9355,731,812,7,9507621.3
7654,56093,48,1,0,25,1,2015,1,0,8845,9457,704,10,5612610.5
7655,97125,55,0,0,77,5,1991,1,0,6145,6235,132,6,9717846.1
7656,96862,60,1,0,65,3,2010,0,0,7290,544,386,10,9692136.0
7657,76559,85,1,1,71,9,2007,1,0,6140,7356,156,5,7667379.7
7658,17118,9,1,0,11,9,1992,0,0,1058,9066,665,8,1715896.2
7659,2474,18,1,1,57,3,2000,1,1,124,8415,808,8,255687.0
7660,89245,56,1,0,34,3,2021,1,0,151,8938,319,1,8929089.1
7661,8649,13,1,0,2,3,2003,1,1,7963,4528,198,0,866991.3
7662,55052,6,0,0,67,7,1992,1,0,5499,9979,683,9,5506954.2
7663,20795,40,0,0,60,9,2021,1,0,2716,4450,985,0,2083472.1
7664,26851,33,1,0,81,3,2021,0,1,4503,45,973,1,2696192.1
7665,37501,82,0,1,54,8,2005,0,1,2574,9915,323,10,3753718.5
7666,55210,36,1,1,74,5,1990,1,0,9641,836,639,2,5534621.0
7667,28881,24,0,0,73,3,2003,0,1,8218,4250,843,1,2890767.3
7668,76357,62,0,0,53,9,2014,1,0,9152,1790,302,5,7641162.4
7669,4615,43,0,0,89,10,1993,1,1,3684,6977,416,8,464557.3
7670,55913,28,1,0,58,10,1998,1,0,5350,6066,424,10,5597100.8
7671,78379,89,0,1,24,1,2012,1,1,2996,5159,250,6,7845500.2
7672,34251,49,1,1,29,2,2011,0,1,1617,7697,628,4,3436757.1
7673,86399,80,1,0,14,5,1998,0,1,6583,8704,320,9,8644081.8
7674,39383,13,0,0,97,10,1994,0,1,33,3355,864,8,3948123.4
7675,56477,25,1,0,88,8,2021,1,1,6692,5509,123,3,5654683.1
7676,41039,31,0,1,30,4,2004,1,1,561,7853,291,3,4109145.4
7677,40212,25,1,1,51,1,2002,1,1,2037,3638,566,0,4031505.2
7678,49667,13,1,1,90,6,1993,0,1,8626,9607,488,6,4981644.3
7679,94185,46,1,0,6,3,2015,1,0,2952,2376,738,9,9422126.5
7680,8587,84,0,0,76,2,2004,1,0,899,766,742,8,863836.4
7681,48209,96,1,0,4,2,2002,1,0,7112,6500,399,10,4824521.2
7682,86196,25,0,1,92,6,1998,0,1,3049,2847,278,3,8632393.8
7683,85811,63,0,0,87,1,1990,1,1,6431,6335,573,5,8585142.0
7684,83781,49,1,0,2,3,2004,0,1,4861,3138,541,6,8380398.4
7685,93186,72,0,1,55,5,1999,1,1,9578,1022,324,6,9324080.9
7686,40170,56,1,0,65,5,2021,1,0,5171,222,766,2,4027462.1
7687,51550,1,0,1,88,3,1990,1,0,2832,4192,942,7,5162107.0
7688,60450,94,1,0,16,8,2018,0,1,406,7381,757,10,6049182.8
7689,32032,97,0,1,97,1,1994,1,1,2837,4609,641,5,3211995.4
7690,34341,31,0,1,58,1,1990,1,0,7361,1398,773,6,3438239.0
7691,76231,13,1,1,51,2,2016,1,0,3950,5818,179,1,7630312.6
7692,48293,39,0,0,62,8,2019,1,1,8544,9559,310,1,4834765.9
7693,73176,77,0,0,20,9,1997,1,1,6319,3616,712,1,7320329.7
7694,79833,76,1,0,84,6,1996,0,0,29,1181,507,6,7996012.6
7695,18996,80,1,1,3,3,1996,0,0,5209,3968,645,7,1909482.6
7696,27040,94,1,0,2,9,1997,1,1,2429,3573,166,4,2709165.7
7697,97020,26,1,1,46,1,2017,1,1,5305,775,135,4,9709732.7
7698,29888,51,1,0,66,2,2004,0,1,844,6617,904,1,2993396.4
7699,36794,79,1,0,82,5,2013,1,0,3235,7402,386,10,3684574.3
7700,65151,3,1,1,32,9,1995,0,0,9656,8312,304,9,6522454.5
7701,24376,58,0,0,56,9,1994,1,1,8066,9556,893,0,2440665.4
7702,40337,18,1,0,29,10,2003,0,1,3339,9765,848,6,4038079.3
7703,38709,63,1,0,29,3,2015,0,1,1944,10,485,4,3876891.5
7704,20276,99,0,0,75,8,1994,1,1,7180,8310,834,7,2031824.4
7705,2242,31,1,0,95,1,2001,1,1,7075,3706,165,1,235096.1
7706,41665,63,0,1,94,6,2013,0,0,9230,9066,916,5,4177468.3
7707,22290,58,0,1,67,3,2010,1,1,5223,9932,186,9,2237880.0
7708,7006,42,1,0,79,1,2013,1,1,7534,6786,731,10,707042.3
7709,69192,47,0,1,14,9,1993,1,1,4078,315,767,10,6924996.3
7710,66119,39,1,0,64,8,1991,0,1,5860,4947,537,10,6617914.1
7711,46204,1,0,1,70,1,1997,0,0,8771,4753,101,1,4627498.7
7712,18564,19,0,1,27,4,2018,1,0,3316,7929,864,0,1860039.8
7713,1885,81,0,0,46,9,1994,1,0,4447,703,301,6,191971.4
7714,31328,54,1,1,62,10,1993,0,0,7677,4204,109,5,3143977.3
7715,85883,94,0,0,63,5,1991,0,1,4613,9853,793,5,8590524.1
7716,35791,35,1,1,12,8,2010,0,1,9357,4487,173,10,3587493.0
7717,26540,98,1,0,34,2,2018,0,0,7378,1093,192,9,2659404.8
7718,97365,90,0,0,74,4,2007,1,1,9302,4806,491,0,9738114.7
7719,34022,1,1,0,1,4,1996,0,1,3603,1673,412,6,3406116.6
7720,95455,15,0,1,99,3,2019,0,0,6529,4583,953,10,9558236.9
7721,63099,32,1,1,19,2,1998,1,0,4309,422,274,6,6319109.8
7722,64052,17,0,1,10,1,2003,0,0,2837,4408,539,4,6408854.3
7723,6253,87,0,0,7,5,2017,1,1,7079,5797,408,4,626613.7
7724,66657,25,0,0,32,4,1997,0,0,6454,8994,285,1,6668307.7
7725,42674,36,0,1,5,3,2014,1,1,4636,286,177,7,4269275.4
7726,34669,61,0,1,39,1,2000,1,1,7936,9291,809,4,3472884.0
7727,77643,56,0,0,93,4,2011,1,1,955,6148,955,2,7771146.1
7728,61734,28,0,1,82,3,2016,1,0,6757,433,708,6,6185807.6
7729,19718,16,1,1,19,5,2000,1,0,1897,1671,719,1,1980264.0
7730,54333,63,0,0,14,2,2002,0,0,9576,3327,779,7,5433936.2
7731,63297,55,1,0,34,4,2011,1,0,5359,1233,828,0,6335162.1
7732,54172,74,0,0,16,3,1999,1,0,6026,9665,274,10,5417909.9
7733,71362,82,1,1,16,9,2007,0,0,2951,1297,173,2,7143972.7
7734,98258,16,1,0,80,3,2014,0,0,1528,9438,796,2,9829479.4
7735,48524,37,0,0,77,8,2014,1,1,1957,2388,383,8,4858483.4
7736,64513,82,0,0,91,4,2003,0,1,7431,8222,861,4,6454630.3
7737,93762,86,0,0,87,10,2000,1,0,3878,2385,925,10,9385104.0
7738,5110,3,0,1,66,10,2007,0,0,3300,3841,221,4,522829.7
7739,98822,8,0,1,78,1,2003,0,1,7318,7251,337,1,9885598.3
7740,68572,54,1,1,87,7,2011,0,1,7267,9654,959,10,6866663.1
7741,770,68,0,0,80,4,2010,0,1,8681,6583,679,4,83521.0
7742,96930,14,0,0,80,9,1994,0,0,3924,6206,256,4,9701569.4
7743,79652,93,0,1,64,5,2008,0,1,4996,7204,261,3,7972747.8
7744,30138,93,0,1,44,5,2015,1,0,7658,271,149,2,3018674.5
7745,32471,15,0,1,77,1,1990,0,0,7094,8235,853,6,3255201.0
7746,47768,81,0,1,15,10,1996,0,0,9614,5326,203,1,4781426.6
7747,17016,82,1,1,89,9,2010,1,0,6166,9438,572,1,1712726.0
7748,85187,75,0,1,52,6,1990,0,1,5245,4722,856,1,8521819.0
7749,25982,16,1,1,72,6,2019,1,0,1896,2045,280,0,2607420.9
7750,18307,76,0,0,11,6,2009,1,1,3188,1182,707,3,1832205.9
7751,69180,63,0,0,50,9,1993,1,1,9378,8365,686,6,6920799.3
7752,19714,32,0,0,98,1,2003,0,0,5509,3458,318,0,1978706.3
7753,9737,37,1,0,51,7,2017,0,0,3023,3403,917,0,979748.7
7754,25405,91,0,0,46,9,1993,0,1,7113,104,247,9,2541947.3
7755,87685,37,0,1,29,2,2014,1,0,2948,3061,988,10,8772035.4
7756,80046,94,1,1,34,3,2003,1,1,5968,3136,944,9,8014282.3
7757,45305,47,0,0,52,1,2001,0,1,6427,305,747,7,4533446.1
7758,55814,100,1,0,95,10,1999,1,0,8796,8192,919,0,5591445.9
7759,19969,96,1,0,36,10,2011,0,0,2056,8193,799,1,2003559.1
7760,29524,52,0,1,89,9,2020,1,1,5614,3923,989,10,2965157.0
7761,380,4,1,1,62,7,2002,1,0,1608,6594,201,9,45184.2
7762,69173,49,1,1,36,5,2007,1,0,2803,7193,968,3,6929298.7
7763,62155,59,1,1,61,1,2007,1,1,1697,4319,456,6,6225416.7
7764,37006,8,1,0,54,5,1990,0,1,6837,9515,455,3,3709125.0
7765,32974,12,1,1,50,8,2018,1,1,952,7601,859,5,3303547.8
7766,51933,53,1,1,24,8,2006,1,0,8220,7248,152,5,5202028.6
7767,72467,18,1,1,53,5,2004,0,0,7539,4076,213,8,7257594.4
7768,25704,43,1,0,33,4,1996,1,1,1012,6477,349,2,2575019.6
7769,74052,80,1,0,54,8,1993,1,0,5406,7310,604,8,7413316.3
7770,2548,75,1,0,74,7,1991,0,0,1933,4977,473,7,261533.1
7771,4187,100,1,0,41,2,2004,0,0,3883,7004,393,6,421086.4
7772,86122,92,0,1,72,7,2020,0,0,677,1814,874,10,8622607.0
7773,15561,18,0,1,68,5,2008,1,1,190,7459,423,10,1559588.8
7774,54045,35,1,1,60,2,2015,1,0,8776,9308,181,9,5415620.5
7775,77429,70,1,1,13,9,1990,0,1,207,6945,334,8,7747748.0
7776,24578,60,0,1,4,5,2000,0,0,3695,110,662,4,2463051.0
7777,56540,64,1,1,63,1,1990,0,1,3689,5304,346,8,5665613.0
7778,38761,7,0,1,6,5,2018,1,1,6570,2131,512,2,3879029.8
7779,52282,78,0,0,96,5,1994,0,1,4054,4806,186,1,5233745.4
7780,51497,16,1,0,36,2,1998,1,0,3139,3761,754,4,5154045.8
7781,25063,48,0,0,100,8,2019,0,1,7677,5406,486,8,2516001.9
7782,39910,75,1,0,87,3,2017,0,1,5458,4199,241,1,3997816.7
7783,41439,87,1,0,30,8,2006,0,0,8113,9968,340,2,4150655.6
7784,85788,54,1,0,30,7,1992,0,0,8497,2002,623,5,8584134.2
7785,7499,47,0,1,11,6,2020,0,0,7887,7022,773,10,752861.0
7786,67491,25,1,0,76,10,1997,0,1,9439,6860,551,3,6753697.7
7787,196,56,0,1,98,8,2014,1,0,2663,1650,403,10,23818.4
7788,27503,90,0,0,46,9,1995,0,1,6284,2259,291,8,2752897.5
7789,875,29,1,1,37,7,2009,1,0,3570,1928,170,6,94145.9
7790,92151,67,1,0,90,2,2014,0,1,7860,7803,455,5,9228543.4
7791,2646,5,1,0,63,10,2021,0,0,1143,1640,443,1,271693.1
7792,79647,3,1,1,61,6,2001,0,0,4387,1227,775,9,7974272.1
7793,18315,64,0,0,77,3,2001,0,1,2273,5593,123,10,1837517.1
7794,43224,55,0,1,92,5,2007,1,1,3889,7735,522,10,4327213.7
7795,8423,41,1,0,86,4,2009,1,1,7805,5939,168,4,848903.9
7796,62766,25,1,1,23,3,2013,0,1,4652,7173,724,6,6281751.3
7797,28106,70,0,0,37,3,1990,0,0,2819,5476,150,9,2812207.0
7798,72178,26,0,0,20,8,1990,1,0,8235,4354,723,10,7219819.0
7799,66866,12,1,0,63,5,1993,0,1,8431,2007,122,4,6692180.3
7800,1296,39,0,1,42,10,2005,0,1,4394,5959,390,7,134386.5
7801,27302,4,0,0,42,6,2020,1,0,6334,9909,381,7,2731742.0
7802,60166,29,1,0,29,2,1995,0,1,396,9674,142,6,6020914.5
7803,52297,79,0,1,41,7,2010,1,0,8046,1826,993,5,5236809.0
7804,82968,98,1,0,97,9,1998,1,0,6424,6461,601,7,8308551.8
7805,88977,68,0,0,50,3,1998,0,0,126,5773,231,8,8901399.8
7806,51182,34,0,0,21,1,2000,1,0,9186,7715,502,10,5120582.0
7807,84400,35,0,1,16,1,2000,1,1,426,8647,219,1,8443276.0
7808,39699,99,0,1,48,2,2007,0,0,9525,6156,358,8,3979425.7
7809,78396,52,1,0,41,7,2016,0,1,3778,9042,968,8,7845427.6
7810,30894,25,0,0,12,10,2020,1,1,3323,5498,291,8,3090970.0
7811,30164,37,0,0,55,6,2017,1,1,1904,1677,399,9,3021646.7
7812,5264,4,1,0,60,6,2000,1,1,1666,4155,377,10,535227.0
7813,69246,63,1,0,29,5,1995,1,1,4516,5884,154,3,6927717.5
7814,13405,13,1,1,68,1,2017,1,0,8113,1641,921,0,1350019.7
7815,61869,96,0,0,3,2,2013,0,1,6093,3800,343,9,6187458.3
7816,79666,66,0,1,14,9,2007,0,0,2193,9488,399,0,7969998.7
7817,16257,5,0,0,11,6,2016,1,1,7940,5932,679,0,1626865.6
7818,8515,68,1,1,35,3,2010,0,0,2324,8987,537,3,860887.0
7819,41832,91,1,1,43,1,2012,1,0,1528,4961,893,8,4192258.2
7820,37098,69,1,0,23,5,2014,0,1,3009,3202,862,9,3713807.4
7821,24604,28,1,0,86,4,2020,0,1,1129,5545,662,9,2472003.0
7822,42098,82,0,0,90,7,2013,0,1,6078,145,751,10,4217661.3
7823,40926,15,0,0,71,9,2009,0,0,5434,3707,335,4,4098433.9
7824,6459,52,1,0,61,6,1996,0,1,5048,2439,635,0,652739.6
7825,86353,55,1,1,4,3,2018,1,1,4619,7844,462,6,8639234.8
7826,43954,38,1,1,4,7,2003,1,1,3088,1388,846,6,4401306.3
